# Разрез Search Console по query, окно 2026-06-21..2026-09-18. Показов в разрезе 3803 из 19866 в итоге (19%). Разрыв — анонимизация Google: редкие запросы он не отдаёт вовсе. До 18.09.2026 здесь стояло, что это «не потеря данных, а её предел», и это было неправдой: разрез обрезал НАШ собственный лимит в 250 строк, а внутри нулевого блока строки идут по алфавиту — терялся весь словарь сайта после первых букв. Лимит снят; если доля всё ещё мала, теперь это действительно предел источника
# Снято ботом 2026-09-19. Правки руками будут стёрты следующим прогоном.
site,query,impressions,clicks,ctr,position
gspaytables,how much does gs 12 make,1,0,0.0,26.0
gspaytables,how much does gs 13 make,2,0,0.0,31.0
gspaytables,how much does gs 14 make,1,0,0.0,34.0
gspaytables,how much does gs 15 make,1,0,0.0,29.0
gspaytables,how much does gs 5 make,1,0,0.0,37.0
gspaytables,how much does gs11 make,1,0,0.0,27.0
gspaytables,how much is a gs 9 salary,1,0,0.0,8.0
gspaytables,how much is grade 10 salary,1,0,0.0,36.0
gspaytables,how much is gs 7 pay,1,0,0.0,11.0
gspaytables,how much is gs5 pay,4,0,0.0,10.5
gspaytables,how much is salary grade 15,1,0,0.0,7.0
gspaytables,huntsville gs pay scale 2026,12,0,0.0,10.3
gspaytables,huntsville gs scale,2,0,0.0,10.0
gspaytables,indiana gs pay scale 2026,1,0,0.0,7.0
gspaytables,indianapolis gs pay scale 2026,3,0,0.0,14.0
gspaytables,kentucky pay grades,1,0,0.0,11.0
gspaytables,king county salary table 2026,1,0,0.0,36.0
gspaytables,ky state employee salary schedule,1,0,0.0,38.0
gspaytables,ky state pay grades,1,0,0.0,10.0
gspaytables,la gs,4,0,0.0,24.8
gspaytables,la gs pay scale,2,0,0.0,35.0
gspaytables,laredo fire department salary,1,0,0.0,48.0
gspaytables,laredo gs pay scale 2026,6,0,0.0,9.5
gspaytables,list them out,1,0,0.0,9.0
gspaytables,local government grades,3,0,0.0,51.7
gspaytables,local government pay bands,1,0,0.0,63.0
gspaytables,local government pay grades,1,0,0.0,56.0
gspaytables,local government pay rates,2,0,0.0,24.0
gspaytables,local government pay scale,1,0,0.0,29.0
gspaytables,local government pay scales,2,0,0.0,38.5
gspaytables,local government salary scales,2,0,0.0,79.5
gspaytables,locality pay,3,0,0.0,20.7
gspaytables,locality pay huntsville al,1,0,0.0,9.0
gspaytables,locality pay map,1,0,0.0,30.0
gspaytables,locality pay meaning,6,0,0.0,13.0
gspaytables,locality pay tables,3,0,0.0,20.7
gspaytables,locality pay washington dc,5,0,0.0,34.8
gspaytables,long beach salary schedule,2,0,0.0,32.0
gspaytables,look up,1,0,0.0,1.0
gspaytables,los angeles county pay scale,1,0,0.0,41.0
gspaytables,los angeles gs pay scale,4,0,0.0,40.8
gspaytables,maryland state pay scale,1,0,0.0,31.0
gspaytables,miami gs,2,0,0.0,11.0
gspaytables,michigan gs pay scale 2026,3,0,0.0,7.7
gspaytables,milwaukee gs pay scale 2026,4,0,0.0,13.5
gspaytables,minneapolis gs pay scale,1,0,0.0,27.0
gspaytables,montana gs pay scale 2026,1,0,0.0,11.0
gspaytables,msp pay scale,1,0,0.0,29.0
gspaytables,nasa gs pay scale 2026,1,0,0.0,56.0
gspaytables,nc gs pay scale 2026,1,0,0.0,8.0
gspaytables,new haven ct,1,0,0.0,11.0
gspaytables,new york gs pay scale,1,0,0.0,25.0
gspaytables,nh 03 pay scale,1,0,0.0,26.0
gspaytables,nh 04,1,0,0.0,27.0
gspaytables,nh 04 pay,1,0,0.0,21.0
gspaytables,nh 04 pay scale,1,0,0.0,21.0
gspaytables,nh 2 pay scale,1,0,0.0,28.0
gspaytables,nh 3 gs equivalent,1,0,0.0,21.0
gspaytables,nh 3 pay,1,0,0.0,20.0
gspaytables,nh 4 pay scale 2026,1,0,0.0,23.0
gspaytables,nh federal pay scale,2,0,0.0,12.5
gspaytables,nh government pay scale,1,0,0.0,8.0
gspaytables,nh iii pay scale,1,0,0.0,71.0
gspaytables,nh pay band 2026,1,0,0.0,11.0
gspaytables,nh pay bands 2026,2,0,0.0,9.5
gspaytables,nh pay scale,2,0,0.0,26.0
gspaytables,nh pay scale 2026,2,0,0.0,20.5
gspaytables,nh pay scale 2026 with locality pay,2,0,0.0,10.0
gspaytables,nh pay scale opm,1,0,0.0,25.0
gspaytables,nh pay scale vs gs,1,0,0.0,36.0
gspaytables,nh pay scale with locality,1,0,0.0,23.0
gspaytables,nh payscale,1,0,0.0,21.0
gspaytables,nh vs gs,1,0,0.0,19.0
gspaytables,nh-04 pay,1,0,0.0,21.0
gspaytables,nh-04 pay scale,1,0,0.0,20.0
gspaytables,nh-3 pay,1,0,0.0,19.0
gspaytables,nh-4 pay scale,1,0,0.0,27.0
gspaytables,nh-iv pay scale,1,0,0.0,18.0
gspaytables,nh02 pay scale 2026,1,0,0.0,32.0
gspaytables,nh2 pay scale,2,0,0.0,25.5
gspaytables,nj 04 pay scale,1,0,0.0,17.0
gspaytables,nj-04 pay scale,1,0,0.0,18.0
gspaytables,no pay raise for federal employees in 2027,1,0,0.0,8.0
gspaytables,norfolk gs pay scale,1,0,0.0,21.0
gspaytables,norfolk gs pay scale 2026,1,0,0.0,10.0
gspaytables,norfolk gs scale,2,0,0.0,9.5
gspaytables,norfolk virginia beach added to gs locality pay areas,21,0,0.0,21.4
gspaytables,nyc gs pay scale 2025,1,0,0.0,29.0
gspaytables,nyc gs scale,1,0,0.0,28.0
gspaytables,nyc locality pay,3,0,0.0,12.7
gspaytables,nyc pay scale 2026,1,0,0.0,10.0
gspaytables,nys salary schedule 2026,1,0,0.0,1.0
gspaytables,ok gs,1,0,0.0,5.0
gspaytables,oklahoma gs pay scale,1,0,0.0,5.0
gspaytables,oklahoma gs pay scale 2026,4,0,0.0,4.5
gspaytables,omaha gs pay scale 2026,1,0,0.0,22.0
gspaytables,opm 2027 pay raise,1,0,0.0,8.0
gspaytables,opm chicago,1,0,0.0,22.0
gspaytables,opm denver,33,0,0.0,20.3
gspaytables,opm gs pay scale dc,1,0,0.0,42.0
gspaytables,opm gs pay table,1,0,0.0,26.0
gspaytables,opm gs pay tables,2,0,0.0,17.5
gspaytables,opm hawaii pay scale 2026,3,0,0.0,11.0
gspaytables,opm pay charts,1,0,0.0,28.0
gspaytables,opm pay grade,1,0,0.0,21.0
gspaytables,opm pay raise 2027,1,0,0.0,11.0
gspaytables,opm pay scale,1,0,0.0,22.0
gspaytables,opm pay scale rest of us,1,0,0.0,34.0
gspaytables,opm pay table,1,0,0.0,17.0
gspaytables,opm pay tables,5,0,0.0,25.8
gspaytables,opm philadelphia,1,0,0.0,38.0
gspaytables,opm salaries and wages,2,0,0.0,28.5
gspaytables,opm salary table,1,0,0.0,27.0
gspaytables,opm salary tables,3,0,0.0,25.0
gspaytables,opm salary tables 2027,2,0,0.0,10.5
gspaytables,oregon pay scale,1,0,0.0,21.0
gspaytables,oregon state employee pay scale,1,0,0.0,24.0
gspaytables,orlando florida,1,0,0.0,3.0
gspaytables,pa pay scale 2026,3,0,0.0,9.7
gspaytables,pa st pay scale 2026,4,0,0.0,24.5
gspaytables,pay for gs 11,1,0,0.0,39.0
gspaytables,pay for gs 12,1,0,0.0,28.0
gspaytables,pay for gs 15,2,0,0.0,22.0
gspaytables,pay grade 13 city of houston,5,0,0.0,9.4
gspaytables,pay grade 4200 salary,1,0,0.0,68.0
gspaytables,pay grade 9 salary,1,0,0.0,56.0
gspaytables,pay gs,1,0,0.0,35.0
gspaytables,pay increase 2027,1,0,0.0,64.0
gspaytables,pay raise,10,0,0.0,33.9
gspaytables,pay raise form,10,0,0.0,43.8
gspaytables,pay raise or pay rise,1,0,0.0,75.0
gspaytables,pay rate for gs 11,1,0,0.0,34.0
gspaytables,pay rise or pay raise,2,0,0.0,33.0
gspaytables,pay scale and grade pay,1,0,0.0,39.0
gspaytables,pay scale dc,1,0,0.0,29.0
gspaytables,pay scale federal government,1,0,0.0,31.0
gspaytables,pay scale for gs,4,0,0.0,27.2
gspaytables,pay scale for gs 11,1,0,0.0,23.0
gspaytables,pay scale for gs 14,2,0,0.0,38.0
gspaytables,pay scale for gs 15,1,0,0.0,24.0
gspaytables,pay scale for gs 5,1,0,0.0,27.0
gspaytables,pay scale for gs 9,1,0,0.0,25.0
gspaytables,pay scale grade,1,0,0.0,55.0
gspaytables,pay scale grades,1,0,0.0,39.0
gspaytables,pay scale gs 11,1,0,0.0,17.0
gspaytables,pay scale gs 5,3,0,0.0,29.7
gspaytables,pay scale gs 7,1,0,0.0,28.0
gspaytables,pay scale gs 9,1,0,0.0,28.0
gspaytables,pay scales local government,1,0,0.0,72.0
gspaytables,pay tables,2,0,0.0,57.0
gspaytables,pay tables opm,1,0,0.0,21.0
gspaytables,payscale austin,1,0,0.0,42.0
gspaytables,payscale san diego,1,0,0.0,40.0
gspaytables,paytables,4,0,0.0,22.5
gspaytables,pittsburgh gs scale,1,0,0.0,9.0
gspaytables,portland gs pay scale 2026,3,0,0.0,27.3
gspaytables,portland locality pay,5,0,0.0,10.4
gspaytables,promotion scale,1,0,0.0,43.0
gspaytables,provincial government pay scale,2,0,0.0,58.0
gspaytables,quantico,1,0,0.0,5.0
gspaytables,raleigh gs pay scale,1,0,0.0,8.0
gspaytables,raleigh gs pay scale 2026,11,0,0.0,8.5
gspaytables,raleigh gs scale,2,0,0.0,10.0
gspaytables,rest of us gs pay scale,1,0,0.0,35.0
gspaytables,rest of us locality,1,0,0.0,10.0
gspaytables,rest of us pay scale 2026,1,0,0.0,21.0
gspaytables,revised pay,1,0,0.0,35.0
gspaytables,richmond gs pay scale 2026,1,0,0.0,27.0
gspaytables,rus gs pay scale,1,0,0.0,39.0
gspaytables,sacramento county pay scale,1,0,0.0,35.0
gspaytables,sacramento gs pay scale 2026,1,0,0.0,28.0
gspaytables,salary for gs 11,2,0,0.0,28.0
gspaytables,salary for gs 14,2,0,0.0,18.0
gspaytables,salary for gs 15,1,0,0.0,27.0
gspaytables,salary grade 2019,1,0,0.0,29.0
gspaytables,salary grade g,1,0,0.0,75.0
gspaytables,salary gs 11,1,0,0.0,32.0
gspaytables,salary increase 2027,1,0,0.0,10.0
gspaytables,salary scale state of maryland,1,0,0.0,58.0
gspaytables,salary schedule state of alaska,2,0,0.0,46.0
gspaytables,salary table,2,0,0.0,6.0
gspaytables,san antonio gs pay,2,0,0.0,10.5
gspaytables,san antonio gs pay scale,1,0,0.0,17.0
gspaytables,san antonio gs pay scale 2026,1,0,0.0,11.0
gspaytables,san diego pay scale,3,0,0.0,53.0
gspaytables,san diego wage,1,0,0.0,72.0
gspaytables,san francisco gs pay scale,1,0,0.0,62.0
gspaytables,san francisco gs pay scale 2026,2,0,0.0,35.5
gspaytables,san jose city salaries,1,0,0.0,49.0
gspaytables,sc pay bands,3,0,0.0,34.7
gspaytables,sc state pay bands,3,0,0.0,36.0
gspaytables,sc state pay bands 2026,1,0,0.0,8.0
gspaytables,sc state salary bands,1,0,0.0,39.0
gspaytables,seattle gs,1,0,0.0,10.0
gspaytables,seattle gs pay,1,0,0.0,11.0
gspaytables,seattle gs pay scale,5,0,0.0,26.2
gspaytables,seattle gs pay scale 2026,1,0,0.0,25.0
gspaytables,seattle gs scale,1,0,0.0,11.0
gspaytables,seattle pay scale,2,0,0.0,31.5
gspaytables,sg 14 salary,1,0,0.0,43.0
gspaytables,sg 9 salary,1,0,0.0,47.0
gspaytables,sg-14 salary,1,0,0.0,39.0
gspaytables,sg15 salary 2024,1,0,0.0,72.0
gspaytables,sg4 salary,1,0,0.0,75.0
gspaytables,south carolina pay bands,1,0,0.0,41.0
gspaytables,south carolina state pay bands,1,0,0.0,41.0
gspaytables,spokane gs pay scale 2026,2,0,0.0,10.0
gspaytables,state gs6-50-yrvit,1,0,0.0,95.0
gspaytables,state of alaska pay scale 2026,3,0,0.0,9.7
gspaytables,state of alaska pay scales,1,0,0.0,10.0
gspaytables,state of alaska pay schedule,2,0,0.0,48.0
gspaytables,state of alaska salaries,1,0,0.0,61.0
gspaytables,state of alaska salary schedule,1,0,0.0,40.0
gspaytables,state of delaware pay scale,1,0,0.0,29.0
gspaytables,state of ga pay grades,1,0,0.0,28.0
gspaytables,state of georgia pay grades 2026,5,0,0.0,6.2
gspaytables,state of georgia pay scale,1,0,0.0,24.0
gspaytables,state of hawaii pay scale,2,0,0.0,42.0
gspaytables,state of hawaii salaries,1,0,0.0,49.0
gspaytables,state of hawaii salary,2,0,0.0,49.5
gspaytables,state of hawaii salary schedule,1,0,0.0,25.0
gspaytables,state of indiana pay scale,1,0,0.0,53.0
gspaytables,state of maryland salary scale 2026,1,0,0.0,51.0
gspaytables,state of nevada pay grades 2026,1,0,0.0,9.0
gspaytables,state of ohio pay tables 2026,2,0,0.0,9.5
gspaytables,state of oregon payscale,2,0,0.0,22.0
gspaytables,state of ri pay grades,1,0,0.0,24.0
gspaytables,state of sc pay bands,2,0,0.0,32.0
gspaytables,state of south carolina pay bands,1,0,0.0,38.0
gspaytables,state of vermont pay chart 2026,22,0,0.0,7.0
gspaytables,state pay grades,1,0,0.0,21.0
gspaytables,state pay scale,6,0,0.0,9.3
gspaytables,state pay scale 2026,4,0,0.0,7.8
gspaytables,step increase schedule gs,1,0,0.0,53.0
gspaytables,titusville fl salary,3,0,0.0,29.3
gspaytables,titusville gs pay scale,2,0,0.0,10.5
gspaytables,titusville gs scale,2,0,0.0,11.0
gspaytables,tn gs,1,0,0.0,8.0
gspaytables,tx gs,1,0,0.0,11.0
gspaytables,united states government pay scale,1,0,0.0,25.0
gspaytables,us government gs scale,1,0,0.0,29.0
gspaytables,us government pay scale,3,0,0.0,64.7
gspaytables,us government payscale,1,0,0.0,26.0
gspaytables,us govt pay scale,1,0,0.0,17.0
gspaytables,us locality,1,0,0.0,29.0
gspaytables,us opm pay scale,1,0,0.0,39.0
gspaytables,us pay scale,1,0,0.0,36.0
gspaytables,uth pay table,2,0,0.0,40.5
gspaytables,va gs pay scale,1,0,0.0,29.0
gspaytables,va gs pay scale 2026,1,0,0.0,36.0
gspaytables,vbcps pay scale 26 27,3,0,0.0,38.0
gspaytables,vermont pay chart,1,0,0.0,21.0
gspaytables,virginia gs pay scale 2026,1,0,0.0,11.0
gspaytables,wage grade 6 pay scale,1,0,0.0,30.0
gspaytables,washington dc federal pay scale 2026,2,0,0.0,10.0
gspaytables,washington dc gs pay scale,2,0,0.0,36.0
gspaytables,washington dc gs scale,2,0,0.0,34.5
gspaytables,washington dc locality pay,2,0,0.0,40.0
gspaytables,washington dc pay scale,3,0,0.0,25.7
gspaytables,washington dc payscale,1,0,0.0,24.0
gspaytables,washington gs pay scale,1,0,0.0,39.0
gspaytables,washington pay rate,1,0,0.0,82.0
gspaytables,washington pay scale,1,0,0.0,14.0
gspaytables,wg 10 pay rate,1,0,0.0,36.0
gspaytables,wg 11 pay,1,0,0.0,34.0
gspaytables,wg pay scale seattle,1,0,0.0,38.0
gspaytables,wg vs gs pay scale,1,0,0.0,43.0
gspaytables,wg8 pay,1,0,0.0,27.0
gspaytables,what about corpus christi,1,0,0.0,2.0
gspaytables,what about new york state?,1,0,0.0,5.0
gspaytables,what are the salaries,1,0,0.0,4.0
gspaytables,what does a gs 10 make,1,0,0.0,34.0
gspaytables,what does a gs 15 make,1,0,0.0,32.0
gspaytables,what does a gs12 make,1,0,0.0,37.0
gspaytables,what does a gs15 make,1,0,0.0,26.0
gspaytables,what does a gs5 make,1,0,0.0,30.0
gspaytables,what does a gs6 make,1,0,0.0,9.0
gspaytables,what does gs 13 mean,2,0,0.0,37.5
gspaytables,what does gs-12 mean,1,0,0.0,33.0
gspaytables,what is a gs 11,1,0,0.0,29.0
gspaytables,what is a gs 12,1,0,0.0,46.0
gspaytables,what is a gs 13,2,0,0.0,35.0
gspaytables,what is a gs 5,2,0,0.0,38.0
gspaytables,what is a gs 7,1,0,0.0,34.0
gspaytables,what is a gs-11,1,0,0.0,29.0
gspaytables,what is a gs-12,1,0,0.0,46.0
gspaytables,what is a gs-13,1,0,0.0,34.0
gspaytables,what is a gs-14,1,0,0.0,39.0
gspaytables,what is a gs-5,1,0,0.0,32.0
gspaytables,what is a gs-7,1,0,0.0,35.0
gspaytables,what is a gs14,1,0,0.0,40.0
gspaytables,what is a gs15 salary,1,0,0.0,9.0
gspaytables,what is a gs4,3,0,0.0,52.0
gspaytables,what is a gs6,1,0,0.0,36.0
gspaytables,what is a gs7,1,0,0.0,36.0
gspaytables,what is gs 10 pay scale,1,0,0.0,11.0
gspaytables,what is gs 11,2,0,0.0,37.5
gspaytables,what is gs 12,5,0,0.0,45.0
gspaytables,what is gs 13,1,0,0.0,35.0
gspaytables,what is gs 14,2,0,0.0,35.0
gspaytables,what is gs 15,1,0,0.0,45.0
gspaytables,what is gs 15 pay scale,1,0,0.0,1.0
gspaytables,what is gs 5,2,0,0.0,37.0
gspaytables,what is gs 5 pay scale,1,0,0.0,37.0
gspaytables,what is gs 6 pay scale,1,0,0.0,33.0
gspaytables,what is gs 7,2,0,0.0,38.0
gspaytables,what is gs-07,1,0,0.0,25.0
gspaytables,what is gs-11,1,0,0.0,35.0
gspaytables,what is gs-12,1,0,0.0,42.0
gspaytables,what is gs-14,1,0,0.0,36.0
gspaytables,what is gs-15,1,0,0.0,44.0
gspaytables,what is gs-5,1,0,0.0,32.0
gspaytables,what is gs-7,1,0,0.0,39.0
gspaytables,what is gs11,1,0,0.0,34.0
gspaytables,what is gs12,1,0,0.0,40.0
gspaytables,what is gs4 pay,3,0,0.0,13.3
gspaytables,what is gs5 pay scale,1,0,0.0,10.0
gspaytables,what is gs7,1,0,0.0,34.0
gspaytables,what is locality pay,4,0,0.0,31.2
gspaytables,what is locality pay for federal employees,2,0,0.0,51.0
gspaytables,what is locality payment,1,0,0.0,37.0
gspaytables,what is nh-03,1,0,0.0,21.0
gspaytables,what is salary grade 15,1,0,0.0,52.0
gspaytables,what is the nh pay scale,1,0,0.0,30.0
gspaytables,what is the nh pay scale in the federal government,1,0,0.0,31.0
gspaytables,what is the salary of a gs-13,1,0,0.0,32.0
gspaytables,whats gs-14,1,0,0.0,54.0
gspaytables,when is the next raise,1,0,0.0,10.0
gspaytables,will federal employees get a raise in 2027,2,0,0.0,2.5
gspaytables,years between gs steps,1,0,0.0,58.0
gspaytables,штат монтана,1,0,0.0,7.0
mileagecurve,"flat_rcl_post_2010" github,2,0,0.0,3.0
mileagecurve,04 prius mpg,1,0,0.0,55.0
mileagecurve,08 jeep liberty problems,1,0,0.0,51.0
mileagecurve,1991 ford explorer mpg,1,0,0.0,49.0
mileagecurve,1992 toyota camry value,1,0,0.0,60.0
mileagecurve,1995 maxima,1,0,0.0,40.0
mileagecurve,1996 honda civic gas mileage,1,0,0.0,49.0
mileagecurve,1997 2001,1,0,0.0,41.0
mileagecurve,1997 2003 ford f150,1,0,0.0,47.0
mileagecurve,1997 honda accord reliability,1,0,0.0,29.0
mileagecurve,1997 honda cr-v problems,1,0,0.0,45.0
mileagecurve,1997-2001,1,0,0.0,36.0
mileagecurve,1997-2003 f150,1,0,0.0,45.0
mileagecurve,1998 jeep cherokee problems,1,0,0.0,56.0
mileagecurve,1998 jeep grand cherokee problems,2,0,0.0,55.0
mileagecurve,1998 jeep grand cherokee reliability,2,0,0.0,51.0
mileagecurve,1998 subaru forester problems,2,0,0.0,40.5
mileagecurve,1998 toyota sienna problems,1,0,0.0,37.0
mileagecurve,1999 subaru outback problems,1,0,0.0,32.0
mileagecurve,1999 subaru outback reliability,1,0,0.0,34.0
mileagecurve,1999 toyota sienna problems,2,0,0.0,35.5
mileagecurve,2000 ford focus problems,1,0,0.0,63.0
mileagecurve,2000 honda civic problems,3,0,0.0,50.7
mileagecurve,2000 toyota tundra problems,3,0,0.0,45.3
mileagecurve,2001 chrysler town and country problems,1,0,0.0,54.0
mileagecurve,2001 highlander problems,1,0,0.0,54.0
mileagecurve,2001 hyundai santa fe,2,0,0.0,37.0
mileagecurve,2001 hyundai santa fe problems,2,0,0.0,57.5
mileagecurve,2001 kia sportage problems,2,0,0.0,60.5
mileagecurve,2001 toyota highlander problems,1,0,0.0,34.0
mileagecurve,2001 toyota highlander reliability,1,0,0.0,57.0
mileagecurve,2002 chevy trailblazer problems,1,0,0.0,49.0
mileagecurve,2002 chrysler town and country problems,1,0,0.0,50.0
mileagecurve,2002 dodge caravan problems,2,0,0.0,50.0
mileagecurve,2002 dodge ram 1500 recalls,1,0,0.0,53.0
mileagecurve,2002 hyundai santa fe problems,1,0,0.0,53.0
mileagecurve,2002 kia sportage problems,4,0,0.0,46.0
mileagecurve,2002 kia sportage reliability,1,0,0.0,69.0
mileagecurve,2002 subaru forester problems,6,0,0.0,41.8
mileagecurve,2002 subaru forester reliability,1,0,0.0,59.0
mileagecurve,2002 to 2008 dodge ram,1,0,0.0,36.0
mileagecurve,2002 trailblazer issues,1,0,0.0,53.0
mileagecurve,2002 trailblazer problems,2,0,0.0,40.5
mileagecurve,2002 trailblazer reliability,1,0,0.0,42.0
mileagecurve,2003 4runner issues,1,0,0.0,29.0
mileagecurve,2003 dodge durango problems,2,0,0.0,42.0
mileagecurve,2003 dodge durango reliability,2,0,0.0,43.0
mileagecurve,2003 honda odyssey problems,1,0,0.0,49.0
mileagecurve,2003 honda pilot,1,0,0.0,69.0
mileagecurve,2003 honda pilot fuel economy,1,0,0.0,43.0
mileagecurve,2003 honda pilot gas mileage,2,0,0.0,43.0
mileagecurve,2003 honda pilot lx,1,0,0.0,67.0
mileagecurve,2003 honda pilot mpg,1,0,0.0,38.0
mileagecurve,2003 honda pilot transmission recall,1,0,0.0,55.0
mileagecurve,2003 nissan murano,1,0,0.0,40.0
mileagecurve,2003 nissan murano gas mileage,1,0,0.0,56.0
mileagecurve,2003 nissan murano problems,4,0,0.0,47.2
mileagecurve,2003 nissan murano reliability,2,0,0.0,58.5
mileagecurve,2003 nissan murano sl,1,0,0.0,60.0
mileagecurve,2003 subaru forester problems,2,0,0.0,36.5
mileagecurve,2003 toyota 4runner gas mileage,1,0,0.0,41.0
mileagecurve,2003 toyota 4runner mpg,2,0,0.0,50.5
mileagecurve,2003 toyota 4runner problems,3,0,0.0,36.3
mileagecurve,2003 trailblazer problems,2,0,0.0,35.0
mileagecurve,2003 volvo xc90 problems,3,0,0.0,54.0
mileagecurve,2003 volvo xc90 reliability,3,0,0.0,59.7
mileagecurve,2003-2009,1,0,0.0,9.0
mileagecurve,2003-2009 4runner,1,0,0.0,38.0
mileagecurve,2004 buick lacrosse,1,0,0.0,59.0
mileagecurve,2004 chrysler pacifica problems,2,0,0.0,39.0
mileagecurve,2004 chrysler pacifica reliability,1,0,0.0,72.0
mileagecurve,2004 honda odyssey problems,2,0,0.0,44.0
mileagecurve,2004 honda odyssey reliability,2,0,0.0,47.0
mileagecurve,2004 honda odyssey transmission recall,1,0,0.0,60.0
mileagecurve,2004 prius gas mileage,1,0,0.0,46.0
mileagecurve,2004 prius mpg,1,0,0.0,56.0
mileagecurve,2004-2009 toyota prius,1,0,0.0,53.0
mileagecurve,2005 buick allure problems,1,0,0.0,43.0
mileagecurve,2005 buick lacrosse problems,4,0,0.0,53.2
mileagecurve,2005 buick lacrosse reliability,1,0,0.0,53.0
mileagecurve,2005 chrysler pacifica problems,1,0,0.0,45.0
mileagecurve,2005 chrysler town and country problems,1,0,0.0,61.0
mileagecurve,2005 kia sportage problems,2,0,0.0,66.0
mileagecurve,2005 kia sportage reliability,2,0,0.0,56.5
mileagecurve,2005 pontiac g6 reliability,1,0,0.0,43.0
mileagecurve,2005 tacoma problems,2,0,0.0,51.5
mileagecurve,2005 tacoma reliability,2,0,0.0,57.5
mileagecurve,2005 toyota tacoma problems,1,0,0.0,54.0
mileagecurve,2005 toyota tacoma recalls,1,0,0.0,60.0
mileagecurve,2006 chrysler pacifica problems,3,0,0.0,72.0
mileagecurve,2006 chrysler town and country problems,2,0,0.0,49.0
mileagecurve,2006 dodge grand caravan problems,2,0,0.0,41.0
mileagecurve,2006 ford explorer common problems,1,0,0.0,49.0
mileagecurve,2006 ford explorer problems,1,0,0.0,58.0
mileagecurve,2006 ford explorer recalls,1,0,0.0,55.0
mileagecurve,2006 ford explorer reliability,2,0,0.0,52.0
mileagecurve,2006 hyundai santa fe life expectancy,1,0,0.0,29.0
mileagecurve,2006 hyundai santa fe problems,2,0,0.0,64.5
mileagecurve,2006 hyundai santa fe reliability,3,0,0.0,51.3
mileagecurve,2006 santa fe,1,0,0.0,33.0
mileagecurve,2007 - 2021,1,0,0.0,3.0
mileagecurve,2007 chrysler town and country problems,2,0,0.0,61.0
mileagecurve,2007 dodge caravan problems,3,0,0.0,50.3
mileagecurve,2007 dodge grand caravan problems,3,0,0.0,60.0
mileagecurve,2007 honda cr v recalls,2,0,0.0,30.5
mileagecurve,2007 honda crv common problems,1,0,0.0,37.0
mileagecurve,2007 honda crv issues,1,0,0.0,43.0
mileagecurve,2007 honda crv problems,2,0,0.0,30.5
mileagecurve,2007 honda crv recalls,1,0,0.0,63.0
mileagecurve,2007 nissan murano life expectancy,2,0,0.0,44.5
mileagecurve,2007 nissan murano reliability,1,0,0.0,58.0
mileagecurve,2007 toyota highlander hybrid problems,1,0,0.0,44.0
mileagecurve,2007 toyota highlander life expectancy,1,0,0.0,30.0
mileagecurve,2007 toyota highlander problems,2,0,0.0,42.5
mileagecurve,2007 toyota highlander v6 problems,1,0,0.0,65.0
mileagecurve,2007 toyota tundra recall,1,0,0.0,51.0
mileagecurve,2007 toyota tundra recalls,1,0,0.0,64.0
mileagecurve,2007 tundra recalls,1,0,0.0,70.0
mileagecurve,2007-2011,1,0,0.0,52.0
mileagecurve,2007-2021 toyota tundra,1,0,0.0,95.0
mileagecurve,2008 acura csx reliability,1,0,0.0,55.0
mileagecurve,2008 chrysler pacifica problems,2,0,0.0,53.5
mileagecurve,2008 ford focus life expectancy,1,0,0.0,40.0
mileagecurve,2008 ford focus reliability,1,0,0.0,49.0
mileagecurve,2008 jeep liberty gas mileage,1,0,0.0,52.0
mileagecurve,2008 jeep liberty mpg,1,0,0.0,41.0
mileagecurve,2008 jeep liberty problems,5,0,0.0,30.8
mileagecurve,2008 jeep liberty recalls,4,0,0.0,54.8
mileagecurve,2009 buick lacrosse problems,1,0,0.0,32.0
mileagecurve,2009 chevrolet trailblazer problems,1,0,0.0,65.0
mileagecurve,2009 forester problems,1,0,0.0,41.0
mileagecurve,2009 honda fit problems,1,0,0.0,37.0
mileagecurve,2009 honda fit recalls,2,0,0.0,60.0
mileagecurve,2009 nissan maxima problems,1,0,0.0,59.0
mileagecurve,2009 nissan maxima reliability,3,0,0.0,61.0
mileagecurve,2009 subaru forester common problems,1,0,0.0,37.0
mileagecurve,2009 subaru forester life expectancy,1,0,0.0,27.0
mileagecurve,2009 subaru forester problems,5,0,0.0,31.4
mileagecurve,2009 toyota tundra problems,1,0,0.0,53.0
mileagecurve,2010 ford focus mileage,1,0,0.0,55.0
mileagecurve,2010 hyundai tucson problems,1,0,0.0,61.0
mileagecurve,2010 jeep liberty recalls,1,0,0.0,54.0
mileagecurve,2010 pontiac g6 reliability,1,0,0.0,44.0
mileagecurve,2010 prius mileage,1,0,0.0,56.0
mileagecurve,2010 toyota prius life expectancy,1,0,0.0,29.0
mileagecurve,2011 kia sorento reliability,1,0,0.0,55.0
mileagecurve,2011 kia sorento reliability rating,1,0,0.0,67.0
mileagecurve,2011 toyota sienna life expectancy,1,0,0.0,29.0
mileagecurve,2011 toyota sienna recalls,1,0,0.0,71.0
mileagecurve,2012 jeep liberty gas mileage,1,0,0.0,26.0
mileagecurve,2012 jeep liberty mpg,1,0,0.0,37.0
mileagecurve,2012 jeep liberty reliability,1,0,0.0,52.0
mileagecurve,2014 highlander problems,2,0,0.0,47.0
